price_accounting,department,stock_count,location,final_id,match_type
377.06,Garden,,,1849.0,"In Accounting, Missing from WMS"
126.61,Tools,61.0,Bin-89,1859.0,Fully Synchronized
306.63,Elec,91.0,Bin-849,1334.0,Fully Synchronized
482.84,Tools,30.0,Bin-181,1715.0,Fully Synchronized
364.74,Garden,97.0,Bin-648,1611.0,Fully Synchronized
187.25,Hardware,11.0,Bin-236,1716.0,Fully Synchronized
204.96,Elec,79.0,Bin-937,1670.0,Fully Synchronized
337.47,Tools,83.0,Bin-758,1638.0,Fully Synchronized
86.58,Hardware,84.0,Bin-374,1333.0,Fully Synchronized
26.5,Elec,14.0,Bin-819,1684.0,Fully Synchronized
129.35,Garden,9.0,Bin-453,1255.0,Fully Synchronized
444.29,Tools,0.0,Bin-742,1781.0,Fully Synchronized
253.8,Elec,14.0,Bin-522,1876.0,Fully Synchronized
13.89,Garden,12.0,Bin-515,1073.0,Fully Synchronized
317.28,Garden,69.0,Bin-490,1806.0,Fully Synchronized
347.96,Tools,57.0,Bin-330,1501.0,Fully Synchronized
317.16,Hardware,99.0,Bin-17,1794.0,Fully Synchronized
86.83,Garden,1.0,Bin-92,1247.0,Fully Synchronized
211.76,Hardware,85.0,Bin-628,1752.0,Fully Synchronized
358.63,Garden,6.0,Bin-499,1231.0,Fully Synchronized
497.78,Tools,,,1988.0,"In Accounting, Missing from WMS"
305.85,Elec,97.0,Bin-260,1789.0,Fully Synchronized
230.47,Elec,8.0,Bin-71,1080.0,Fully Synchronized
442.27,Garden,82.0,Bin-927,1088.0,Fully Synchronized
139.88,Elec,25.0,Bin-88,1389.0,Fully Synchronized
107.06,Tools,63.0,Bin-387,1612.0,Fully Synchronized
66.77,Hardware,79.0,Bin-197,1143.0,Fully Synchronized
239.22,Garden,64.0,Bin-857,1834.0,Fully Synchronized
446.83,Garden,92.0,Bin-881,1609.0,Fully Synchronized
206.79,Garden,73.0,Bin-385,1318.0,Fully Synchronized
267.94,Elec,99.0,Bin-757,1672.0,Fully Synchronized
455.71,Garden,52.0,Bin-848,1125.0,Fully Synchronized
101.62,Garden,,,1468.0,"In Accounting, Missing from WMS"
294.8,Hardware,86.0,Bin-75,1894.0,Fully Synchronized
391.12,Garden,1.0,Bin-122,1562.0,Fully Synchronized
244.22,Garden,34.0,Bin-91,1829.0,Fully Synchronized
60.83,Elec,78.0,Bin-782,1267.0,Fully Synchronized
125.15,Garden,93.0,Bin-301,1096.0,Fully Synchronized
352.24,Garden,8.0,Bin-838,1799.0,Fully Synchronized
91.6,Tools,20.0,Bin-398,1546.0,Fully Synchronized
265.59,Garden,91.0,Bin-337,1446.0,Fully Synchronized
12.42,Hardware,74.0,Bin-764,1013.0,Fully Synchronized
181.88,Tools,90.0,Bin-191,1249.0,Fully Synchronized
103.68,Elec,54.0,Bin-537,1452.0,Fully Synchronized
63.28,Hardware,81.0,Bin-353,1236.0,Fully Synchronized
40.59,Hardware,73.0,Bin-463,1075.0,Fully Synchronized
349.85,Elec,29.0,Bin-416,1120.0,Fully Synchronized
315.51,Tools,64.0,Bin-623,1412.0,Fully Synchronized
106.63,Tools,28.0,Bin-798,1079.0,Fully Synchronized
189.98,Elec,97.0,Bin-891,1815.0,Fully Synchronized
320.02,Tools,26.0,Bin-792,1814.0,Fully Synchronized
280.31,Garden,56.0,Bin-508,1746.0,Fully Synchronized
35.04,Tools,15.0,Bin-28,1060.0,Fully Synchronized
414.46,Tools,95.0,Bin-847,1832.0,Fully Synchronized
35.18,Garden,62.0,Bin-185,1706.0,Fully Synchronized
294.59,Garden,85.0,Bin-35,1208.0,Fully Synchronized
17.96,Tools,56.0,Bin-395,1776.0,Fully Synchronized
139.56,Elec,92.0,Bin-34,1506.0,Fully Synchronized
41.07,Hardware,81.0,Bin-457,1686.0,Fully Synchronized
212.93,Tools,63.0,Bin-624,1166.0,Fully Synchronized
99.35,Hardware,68.0,Bin-150,1238.0,Fully Synchronized
434.53,Elec,37.0,Bin-913,1858.0,Fully Synchronized
375.57,Tools,40.0,Bin-270,1805.0,Fully Synchronized
196.85,Elec,4.0,Bin-116,1999.0,Fully Synchronized
217.33,Tools,71.0,Bin-253,1541.0,Fully Synchronized
374.15,Elec,88.0,Bin-910,1648.0,Fully Synchronized
444.46,Garden,55.0,Bin-533,1659.0,Fully Synchronized
122.29,Garden,25.0,Bin-68,1838.0,Fully Synchronized
313.66,Hardware,74.0,Bin-42,1197.0,Fully Synchronized
320.87,Hardware,23.0,Bin-308,1421.0,Fully Synchronized
157.69,Elec,67.0,Bin-752,1701.0,Fully Synchronized
29.5,Garden,20.0,Bin-44,1338.0,Fully Synchronized
342.71,Hardware,4.0,Bin-844,1835.0,Fully Synchronized
24.23,Hardware,56.0,Bin-217,1423.0,Fully Synchronized
274.05,Elec,74.0,Bin-300,1140.0,Fully Synchronized
456.14,Hardware,3.0,Bin-554,1133.0,Fully Synchronized
237.83,Elec,69.0,Bin-899,1043.0,Fully Synchronized
202.51,Garden,32.0,Bin-415,1153.0,Fully Synchronized
497.4,Hardware,49.0,Bin-622,1862.0,Fully Synchronized
312.16,Tools,6.0,Bin-257,1111.0,Fully Synchronized
279.83,Elec,37.0,Bin-702,1895.0,Fully Synchronized
66.46,Elec,47.0,Bin-808,1582.0,Fully Synchronized
335.51,Elec,7.0,Bin-665,1064.0,Fully Synchronized
,,62.0,Bin-16,1160.0,"In WMS, Missing from Accounting"
,,73.0,Bin-20,1577.0,"In WMS, Missing from Accounting"
,,46.0,Bin-23,1233.0,"In WMS, Missing from Accounting"
,,21.0,Bin-32,1366.0,"In WMS, Missing from Accounting"
,,59.0,Bin-48,1878.0,"In WMS, Missing from Accounting"
,,79.0,Bin-50,1101.0,"In WMS, Missing from Accounting"
,,5.0,Bin-74,1860.0,"In WMS, Missing from Accounting"
,,39.0,Bin-106,1178.0,"In WMS, Missing from Accounting"
,,25.0,Bin-130,1196.0,"In WMS, Missing from Accounting"
,,32.0,Bin-134,1682.0,"In WMS, Missing from Accounting"
,,4.0,Bin-182,1747.0,"In WMS, Missing from Accounting"
,,41.0,Bin-211,1754.0,"In WMS, Missing from Accounting"
,,41.0,Bin-215,1585.0,"In WMS, Missing from Accounting"
,,47.0,Bin-240,1709.0,"In WMS, Missing from Accounting"
,,18.0,Bin-254,1476.0,"In WMS, Missing from Accounting"
,,8.0,Bin-271,1987.0,"In WMS, Missing from Accounting"
,,17.0,Bin-272,1185.0,"In WMS, Missing from Accounting"
,,69.0,Bin-296,1771.0,"In WMS, Missing from Accounting"
,,71.0,Bin-304,1228.0,"In WMS, Missing from Accounting"
,,84.0,Bin-373,1740.0,"In WMS, Missing from Accounting"
,,74.0,Bin-382,1230.0,"In WMS, Missing from Accounting"
,,37.0,Bin-384,1157.0,"In WMS, Missing from Accounting"
,,63.0,Bin-393,1904.0,"In WMS, Missing from Accounting"
,,35.0,Bin-406,1679.0,"In WMS, Missing from Accounting"
,,63.0,Bin-437,1118.0,"In WMS, Missing from Accounting"
,,47.0,Bin-438,1385.0,"In WMS, Missing from Accounting"
,,52.0,Bin-454,1003.0,"In WMS, Missing from Accounting"
,,97.0,Bin-479,1367.0,"In WMS, Missing from Accounting"
,,83.0,Bin-483,1078.0,"In WMS, Missing from Accounting"
,,76.0,Bin-497,1422.0,"In WMS, Missing from Accounting"
,,71.0,Bin-500,1317.0,"In WMS, Missing from Accounting"
,,74.0,Bin-504,1778.0,"In WMS, Missing from Accounting"
,,26.0,Bin-558,1413.0,"In WMS, Missing from Accounting"
,,15.0,Bin-598,1253.0,"In WMS, Missing from Accounting"
,,37.0,Bin-607,1523.0,"In WMS, Missing from Accounting"
,,7.0,Bin-630,1725.0,"In WMS, Missing from Accounting"
,,51.0,Bin-631,1642.0,"In WMS, Missing from Accounting"
,,93.0,Bin-635,1909.0,"In WMS, Missing from Accounting"
,,10.0,Bin-669,1383.0,"In WMS, Missing from Accounting"
,,66.0,Bin-673,1345.0,"In WMS, Missing from Accounting"
,,84.0,Bin-687,1312.0,"In WMS, Missing from Accounting"
,,54.0,Bin-716,1360.0,"In WMS, Missing from Accounting"
,,58.0,Bin-733,1337.0,"In WMS, Missing from Accounting"
,,3.0,Bin-854,1257.0,"In WMS, Missing from Accounting"
,,55.0,Bin-863,1025.0,"In WMS, Missing from Accounting"
,,8.0,Bin-904,1990.0,"In WMS, Missing from Accounting"
,,15.0,Bin-933,1959.0,"In WMS, Missing from Accounting"
